freq (Hz),output noise; A / sqrt(Hz) b 8 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 8 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 8 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 8 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 8 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 12 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 12 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 12 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 12 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 12 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 16 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 16 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 16 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 16 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 16 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 20 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 20 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 20 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 20 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 20 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 24 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 24 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 24 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 24 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 24 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 28 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 28 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 28 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 28 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 28 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 32 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 32 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 32 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 32 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 32 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 36 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 36 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 36 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 36 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 36 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 40 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 40 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 40 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 40 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 40 M 4  (A / sqrt(Hz))
208.930E6,26.1395E-12,32.1271E-12,40.7954E-12,52.9003E-12,68.5730E-12,25.3114E-12,30.6929E-12,38.5146E-12,49.7056E-12,64.7630E-12,24.9327E-12,30.2517E-12,37.9754E-12,49.0489E-12,64.0710E-12,24.6507E-12,29.9494E-12,37.6435E-12,48.6890E-12,63.7045E-12,24.4274E-12,29.7128E-12,37.3884E-12,48.4128E-12,63.4188E-12,24.2462E-12,29.5207E-12,37.1818E-12,48.1891E-12,63.1795E-12,24.0964E-12,29.3616E-12,37.0105E-12,47.9917E-12,62.9748E-12,23.9708E-12,29.2277E-12,36.8659E-12,47.8313E-12,62.7974E-12,23.8640E-12,29.1135E-12,36.7426E-12,47.6933E-12,62.6421E-12
213.796E6,26.1243E-12,32.0910E-12,40.7247E-12,52.7728E-12,68.3502E-12,25.2978E-12,30.6615E-12,38.4542E-12,49.5984E-12,64.5779E-12,24.9191E-12,30.2204E-12,37.9158E-12,48.9438E-12,63.8907E-12,24.6369E-12,29.9181E-12,37.5839E-12,48.5843E-12,63.5257E-12,24.4135E-12,29.6813E-12,37.3287E-12,48.3081E-12,63.2404E-12,24.2322E-12,29.4891E-12,37.1218E-12,48.0844E-12,63.0013E-12,24.0824E-12,29.3298E-12,36.9504E-12,47.8869E-12,62.7966E-12,23.9567E-12,29.1958E-12,36.8057E-12,47.7264E-12,62.6191E-12,23.8498E-12,29.0815E-12,36.6821E-12,47.5881E-12,62.4635E-12
218.776E6,26.1088E-12,32.0542E-12,40.6529E-12,52.6440E-12,68.1268E-12,25.2838E-12,30.6294E-12,38.3929E-12,49.4902E-12,64.3922E-12,24.9050E-12,30.1885E-12,37.8553E-12,48.8377E-12,63.7098E-12,24.6228E-12,29.8861E-12,37.5233E-12,48.4785E-12,63.3461E-12,24.3993E-12,29.6491E-12,37.2680E-12,48.2024E-12,63.0613E-12,24.2179E-12,29.4567E-12,37.0610E-12,47.9785E-12,62.8224E-12,24.0680E-12,29.2973E-12,36.8893E-12,47.7810E-12,62.6176E-12,23.9422E-12,29.1632E-12,36.7444E-12,47.6202E-12,62.4399E-12,23.8353E-12,29.0488E-12,36.6208E-12,47.4818E-12,62.2841E-12
223.872E6,26.0929E-12,32.0166E-12,40.5800E-12,52.5142E-12,67.9032E-12,25.2694E-12,30.5967E-12,38.3307E-12,49.3809E-12,64.2062E-12,24.8907E-12,30.1560E-12,37.7939E-12,48.7305E-12,63.5284E-12,24.6084E-12,29.8534E-12,37.4619E-12,48.3718E-12,63.1660E-12,24.3847E-12,29.6163E-12,37.2064E-12,48.0956E-12,62.8817E-12,24.2032E-12,29.4238E-12,36.9992E-12,47.8716E-12,62.6429E-12,24.0532E-12,29.2642E-12,36.8274E-12,47.6740E-12,62.4380E-12,23.9274E-12,29.1300E-12,36.6823E-12,47.5131E-12,62.2601E-12,23.8204E-12,29.0154E-12,36.5585E-12,47.3745E-12,62.1040E-12
229.087E6,26.0766E-12,31.9784E-12,40.5063E-12,52.3834E-12,67.6796E-12,25.2547E-12,30.5634E-12,38.2677E-12,49.2708E-12,64.0199E-12,24.8760E-12,30.1229E-12,37.7316E-12,48.6225E-12,63.3467E-12,24.5935E-12,29.8202E-12,37.3996E-12,48.2641E-12,62.9856E-12,24.3698E-12,29.5829E-12,37.1439E-12,47.9880E-12,62.7018E-12,24.1882E-12,29.3902E-12,36.9365E-12,47.7639E-12,62.4631E-12,24.0381E-12,29.2305E-12,36.7645E-12,47.5661E-12,62.2581E-12,23.9122E-12,29.0961E-12,36.6193E-12,47.4050E-12,62.0799E-12,23.8051E-12,28.9814E-12,36.4953E-12,47.2662E-12,61.9235E-12
234.423E6,26.0600E-12,31.9396E-12,40.4316E-12,52.2518E-12,67.4563E-12,25.2397E-12,30.5296E-12,38.2039E-12,49.1599E-12,63.8337E-12,24.8609E-12,30.0893E-12,37.6686E-12,48.5137E-12,63.1650E-12,24.5784E-12,29.7864E-12,37.3365E-12,48.1557E-12,62.8052E-12,24.3545E-12,29.5489E-12,37.0807E-12,47.8795E-12,62.5217E-12,24.1728E-12,29.3561E-12,36.8731E-12,47.6553E-12,62.2830E-12,24.0227E-12,29.1962E-12,36.7009E-12,47.4573E-12,62.0779E-12,23.8967E-12,29.0617E-12,36.5555E-12,47.2960E-12,61.8995E-12,23.7895E-12,28.9469E-12,36.4313E-12,47.1571E-12,61.7428E-12
239.883E6,26.0430E-12,31.9001E-12,40.3561E-12,52.1196E-12,67.2334E-12,25.2243E-12,30.4952E-12,38.1394E-12,49.0484E-12,63.6477E-12,24.8455E-12,30.0550E-12,37.6048E-12,48.4043E-12,62.9835E-12,24.5629E-12,29.7520E-12,37.2727E-12,48.0465E-12,62.6248E-12,24.3389E-12,29.5144E-12,37.0167E-12,47.7704E-12,62.3417E-12,24.1571E-12,29.3213E-12,36.8089E-12,47.5460E-12,62.1030E-12,24.0068E-12,29.1613E-12,36.6365E-12,47.3479E-12,61.8978E-12,23.8808E-12,29.0266E-12,36.4909E-12,47.1864E-12,61.7191E-12,23.7736E-12,28.9117E-12,36.3666E-12,47.0472E-12,61.5620E-12
245.471E6,26.0256E-12,31.8600E-12,40.2799E-12,51.9868E-12,67.0113E-12,25.2086E-12,30.4602E-12,38.0742E-12,48.9363E-12,63.4621E-12,24.8298E-12,30.0203E-12,37.5404E-12,48.2943E-12,62.8022E-12,24.5470E-12,29.7171E-12,37.2083E-12,47.9368E-12,62.4447E-12,24.3229E-12,29.4793E-12,36.9520E-12,47.6606E-12,62.1620E-12,24.1410E-12,29.2861E-12,36.7440E-12,47.4361E-12,61.9233E-12,23.9907E-12,29.1259E-12,36.5714E-12,47.2378E-12,61.7178E-12,23.8645E-12,28.9911E-12,36.4256E-12,47.0761E-12,61.5388E-12,23.7573E-12,28.8760E-12,36.3011E-12,46.9367E-12,61.3814E-12
251.189E6,26.0078E-12,31.8193E-12,40.2029E-12,51.8536E-12,66.7901E-12,25.1926E-12,30.4247E-12,38.0084E-12,48.8239E-12,63.2771E-12,24.8138E-12,29.9850E-12,37.4754E-12,48.1839E-12,62.6216E-12,24.5309E-12,29.6817E-12,37.1432E-12,47.8267E-12,62.2651E-12,24.3067E-12,29.4437E-12,36.8867E-12,47.5504E-12,61.9827E-12,24.1246E-12,29.2502E-12,36.6785E-12,47.3257E-12,61.7439E-12,23.9742E-12,29.0899E-12,36.5057E-12,47.1273E-12,61.5382E-12,23.8480E-12,28.9549E-12,36.3597E-12,46.9654E-12,61.3589E-12,23.7406E-12,28.8398E-12,36.2350E-12,46.8257E-12,61.2011E-12
257.040E6,25.9898E-12,31.7781E-12,40.1254E-12,51.7202E-12,66.5702E-12,25.1763E-12,30.3888E-12,37.9421E-12,48.7112E-12,63.0930E-12,24.7974E-12,29.9492E-12,37.4098E-12,48.0732E-12,62.4417E-12,24.5144E-12,29.6458E-12,37.0775E-12,47.7163E-12,62.0862E-12,24.2900E-12,29.4075E-12,36.8209E-12,47.4399E-12,61.8040E-12,24.1079E-12,29.2140E-12,36.6124E-12,47.2150E-12,61.5652E-12,23.9574E-12,29.0534E-12,36.4394E-12,47.0164E-12,61.3592E-12,23.8311E-12,28.9183E-12,36.2932E-12,46.8542E-12,61.1795E-12,23.7236E-12,28.8030E-12,36.1683E-12,46.7143E-12,61.0213E-12
263.027E6,25.9713E-12,31.7363E-12,40.0474E-12,51.5867E-12,66.3517E-12,25.1596E-12,30.3524E-12,37.8752E-12,48.5983E-12,62.9100E-12,24.7807E-12,29.9130E-12,37.3437E-12,47.9623E-12,62.2627E-12,24.4976E-12,29.6094E-12,37.0114E-12,47.6056E-12,61.9082E-12,24.2731E-12,29.3710E-12,36.7545E-12,47.3292E-12,61.6262E-12,24.0909E-12,29.1772E-12,36.5459E-12,47.1040E-12,61.3872E-12,23.9403E-12,29.0165E-12,36.3726E-12,46.9053E-12,61.1810E-12,23.8138E-12,28.8812E-12,36.2262E-12,46.7429E-12,61.0009E-12,23.7063E-12,28.7658E-12,36.1011E-12,46.6027E-12,60.8422E-12
269.153E6,25.9526E-12,31.6941E-12,39.9689E-12,51.4532E-12,66.1349E-12,25.1427E-12,30.3156E-12,37.8080E-12,48.4854E-12,62.7282E-12,24.7638E-12,29.8764E-12,37.2773E-12,47.8514E-12,62.0849E-12,24.4805E-12,29.5726E-12,36.9448E-12,47.4949E-12,61.7313E-12,24.2559E-12,29.3340E-12,36.6878E-12,47.2183E-12,61.4494E-12,24.0735E-12,29.1400E-12,36.4789E-12,46.9930E-12,61.2103E-12,23.9228E-12,28.9791E-12,36.3054E-12,46.7940E-12,61.0037E-12,23.7963E-12,28.8437E-12,36.1587E-12,46.6313E-12,60.8232E-12,23.6887E-12,28.7281E-12,36.0335E-12,46.4909E-12,60.6641E-12
275.423E6,25.9335E-12,31.6515E-12,39.8901E-12,51.3200E-12,65.9201E-12,25.1255E-12,30.2784E-12,37.7405E-12,48.3726E-12,62.5478E-12,24.7465E-12,29.8394E-12,37.2105E-12,47.7405E-12,61.9084E-12,24.4631E-12,29.5354E-12,36.8779E-12,47.3842E-12,61.5557E-12,24.2384E-12,29.2966E-12,36.6206E-12,47.1075E-12,61.2739E-12,24.0559E-12,29.1024E-12,36.4115E-12,46.8819E-12,61.0345E-12,23.9051E-12,28.9413E-12,36.2378E-12,46.6828E-12,60.8276E-12,23.7785E-12,28.8058E-12,36.0909E-12,46.5198E-12,60.6467E-12,23.6708E-12,28.6900E-12,35.9654E-12,46.3791E-12,60.4870E-12
281.838E6,25.9141E-12,31.6085E-12,39.8110E-12,51.1872E-12,65.7074E-12,25.1080E-12,30.2408E-12,37.6727E-12,48.2600E-12,62.3691E-12,24.7290E-12,29.8020E-12,37.1434E-12,47.6298E-12,61.7334E-12,24.4454E-12,29.4978E-12,36.8108E-12,47.2737E-12,61.3815E-12,24.2206E-12,29.2588E-12,36.5532E-12,46.9969E-12,61.0997E-12,24.0380E-12,29.0644E-12,36.3438E-12,46.7710E-12,60.8602E-12,23.8870E-12,28.9032E-12,36.1699E-12,46.5717E-12,60.6528E-12,23.7603E-12,28.7675E-12,36.0228E-12,46.4084E-12,60.4714E-12,23.6526E-12,28.6516E-12,35.8971E-12,46.2674E-12,60.3112E-12
288.403E6,25.8945E-12,31.5651E-12,39.7317E-12,51.0549E-12,65.4971E-12,25.0902E-12,30.2030E-12,37.6047E-12,48.1479E-12,62.1922E-12,24.7112E-12,29.7643E-12,37.0761E-12,47.5195E-12,61.5602E-12,24.4275E-12,29.4600E-12,36.7434E-12,47.1635E-12,61.2089E-12,24.2025E-12,29.2207E-12,36.4856E-12,46.8865E-12,60.9272E-12,24.0198E-12,29.0261E-12,36.2760E-12,46.6604E-12,60.6873E-12,23.8687E-12,28.8647E-12,36.1018E-12,46.4608E-12,60.4795E-12,23.7419E-12,28.7288E-12,35.9545E-12,46.2973E-12,60.2976E-12,23.6341E-12,28.6128E-12,35.8286E-12,46.1560E-12,60.1368E-12
295.121E6,25.8745E-12,31.5214E-12,39.6523E-12,50.9232E-12,65.2893E-12,25.0722E-12,30.1648E-12,37.5366E-12,48.0362E-12,62.0173E-12,24.6931E-12,29.7264E-12,37.0087E-12,47.4096E-12,61.3888E-12,24.4093E-12,29.4218E-12,36.6759E-12,47.0537E-12,61.0382E-12,24.1842E-12,29.1823E-12,36.4178E-12,46.7766E-12,60.7564E-12,24.0013E-12,28.9876E-12,36.2079E-12,46.5502E-12,60.5162E-12,23.8502E-12,28.8260E-12,36.0335E-12,46.3503E-12,60.3080E-12,23.7233E-12,28.6899E-12,35.8860E-12,46.1865E-12,60.1255E-12,23.6154E-12,28.5737E-12,35.7598E-12,46.0449E-12,59.9641E-12
301.995E6,25.8543E-12,31.4775E-12,39.5730E-12,50.7924E-12,65.0844E-12,25.0539E-12,30.1265E-12,37.4685E-12,47.9251E-12,61.8446E-12,24.6748E-12,29.6882E-12,36.9413E-12,47.3003E-12,61.2195E-12,24.3909E-12,29.3834E-12,36.6083E-12,46.9445E-12,60.8694E-12,24.1656E-12,29.1437E-12,36.3500E-12,46.6671E-12,60.5875E-12,23.9826E-12,28.9487E-12,36.1399E-12,46.4404E-12,60.3469E-12,23.8313E-12,28.7869E-12,35.9651E-12,46.2403E-12,60.1382E-12,23.7044E-12,28.6507E-12,35.8174E-12,46.0762E-12,59.9552E-12,23.5964E-12,28.5344E-12,35.6910E-12,45.9343E-12,59.7931E-12
309.030E6,25.8339E-12,31.4333E-12,39.4937E-12,50.6626E-12,64.8823E-12,25.0355E-12,30.0879E-12,37.4005E-12,47.8148E-12,61.6742E-12,24.6563E-12,29.6498E-12,36.8739E-12,47.1917E-12,61.0524E-12,24.3722E-12,29.3448E-12,36.5408E-12,46.8359E-12,60.7028E-12,24.1468E-12,29.1049E-12,36.2822E-12,46.5584E-12,60.4207E-12,23.9637E-12,28.9097E-12,36.0718E-12,46.3313E-12,60.1797E-12,23.8123E-12,28.7477E-12,35.8968E-12,46.1310E-12,59.9705E-12,23.6852E-12,28.6113E-12,35.7488E-12,45.9665E-12,59.7868E-12,23.5771E-12,28.4948E-12,35.6222E-12,45.8242E-12,59.6241E-12
316.228E6,25.8133E-12,31.3890E-12,39.4146E-12,50.5340E-12,64.6835E-12,25.0168E-12,30.0492E-12,37.3325E-12,47.7053E-12,61.5064E-12,24.6376E-12,29.6112E-12,36.8066E-12,47.0839E-12,60.8876E-12,24.3533E-12,29.3061E-12,36.4733E-12,46.7282E-12,60.5385E-12,24.1278E-12,29.0659E-12,36.2145E-12,46.4504E-12,60.2562E-12,23.9445E-12,28.8705E-12,36.0038E-12,46.2230E-12,60.0147E-12,23.7930E-12,28.7083E-12,35.8286E-12,46.0224E-12,59.8049E-12,23.6658E-12,28.5717E-12,35.6803E-12,45.8575E-12,59.6205E-12,23.5577E-12,28.4551E-12,35.5535E-12,45.7149E-12,59.4571E-12
323.594E6,25.7924E-12,31.3446E-12,39.3358E-12,50.4066E-12,64.4879E-12,24.9979E-12,30.0103E-12,37.2648E-12,47.5969E-12,61.3411E-12,24.6187E-12,29.5725E-12,36.7396E-12,46.9770E-12,60.7254E-12,24.3343E-12,29.2672E-12,36.4061E-12,46.6213E-12,60.3766E-12,24.1086E-12,29.0268E-12,36.1470E-12,46.3433E-12,60.0940E-12,23.9252E-12,28.8311E-12,35.9360E-12,46.1156E-12,59.8521E-12,23.7736E-12,28.6688E-12,35.7605E-12,45.9146E-12,59.6416E-12,23.6463E-12,28.5320E-12,35.6120E-12,45.7494E-12,59.4565E-12,23.5380E-12,28.4152E-12,35.4849E-12,45.6065E-12,59.2924E-12
331.131E6,25.7714E-12,31.3001E-12,39.2574E-12,50.2806E-12,64.2958E-12,24.9789E-12,29.9714E-12,37.1974E-12,47.4895E-12,61.1787E-12,24.5996E-12,29.5338E-12,36.6727E-12,46.8712E-12,60.5658E-12,24.3151E-12,29.2282E-12,36.3391E-12,46.5155E-12,60.2173E-12,24.0892E-12,28.9876E-12,36.0797E-12,46.2372E-12,59.9344E-12,23.9057E-12,28.7917E-12,35.8684E-12,46.0091E-12,59.6919E-12,23.7539E-12,28.6291E-12,35.6926E-12,45.8078E-12,59.4807E-12,23.6265E-12,28.4922E-12,35.5438E-12,45.6423E-12,59.2950E-12,23.5182E-12,28.3752E-12,35.4166E-12,45.4990E-12,59.1300E-12
338.844E6,25.7501E-12,31.2556E-12,39.1794E-12,50.1561E-12,64.1074E-12,24.9597E-12,29.9325E-12,37.1303E-12,47.3834E-12,61.0192E-12,24.5804E-12,29.4950E-12,36.6063E-12,46.7666E-12,60.4090E-12,24.2957E-12,29.1892E-12,36.2724E-12,46.4109E-12,60.0607E-12,24.0696E-12,28.9484E-12,36.0128E-12,46.1322E-12,59.7774E-12,23.8860E-12,28.7523E-12,35.8012E-12,45.9037E-12,59.5343E-12,23.7341E-12,28.5895E-12,35.6251E-12,45.7021E-12,59.3224E-12,23.6066E-12,28.4524E-12,35.4760E-12,45.5362E-12,59.1359E-12,23.4982E-12,28.3352E-12,35.3485E-12,45.3925E-12,58.9701E-12
346.737E6,25.7288E-12,31.2112E-12,39.1020E-12,50.0334E-12,63.9227E-12,24.9404E-12,29.8936E-12,37.0637E-12,47.2787E-12,60.8628E-12,24.5611E-12,29.4563E-12,36.5402E-12,46.6633E-12,60.2552E-12,24.2761E-12,29.1503E-12,36.2062E-12,46.3074E-12,59.9069E-12,24.0499E-12,28.9091E-12,35.9462E-12,46.0284E-12,59.6232E-12,23.8661E-12,28.7128E-12,35.7343E-12,45.7996E-12,59.3794E-12,23.7142E-12,28.5498E-12,35.5579E-12,45.5977E-12,59.1668E-12,23.5866E-12,28.4125E-12,35.4086E-12,45.4313E-12,58.9794E-12,23.4780E-12,28.2952E-12,35.2809E-12,45.2873E-12,58.8128E-12
354.813E6,25.7073E-12,31.1668E-12,39.0253E-12,49.9124E-12,63.7419E-12,24.9210E-12,29.8548E-12,36.9976E-12,47.1754E-12,60.7096E-12,24.5416E-12,29.4176E-12,36.4746E-12,46.5613E-12,60.1044E-12,24.2565E-12,29.1113E-12,36.1404E-12,46.2054E-12,59.7561E-12,24.0301E-12,28.8700E-12,35.8801E-12,45.9260E-12,59.4719E-12,23.8462E-12,28.6734E-12,35.6679E-12,45.6968E-12,59.2274E-12,23.6941E-12,28.5102E-12,35.4912E-12,45.4945E-12,59.0140E-12,23.5664E-12,28.3727E-12,35.3417E-12,45.3277E-12,58.8258E-12,23.4577E-12,28.2552E-12,35.2137E-12,45.1833E-12,58.6582E-12
363.078E6,25.6858E-12,31.1226E-12,38.9492E-12,49.7934E-12,63.5651E-12,24.9014E-12,29.8161E-12,36.9320E-12,47.0737E-12,60.5596E-12,24.5220E-12,29.3790E-12,36.4097E-12,46.4609E-12,59.9567E-12,24.2368E-12,29.0725E-12,36.0752E-12,46.1048E-12,59.6084E-12,24.0102E-12,28.8309E-12,35.8146E-12,45.8251E-12,59.3236E-12,23.8262E-12,28.6341E-12,35.6021E-12,45.5954E-12,59.0783E-12,23.6739E-12,28.4707E-12,35.4251E-12,45.3927E-12,58.8640E-12,23.5461E-12,28.3330E-12,35.2752E-12,45.2255E-12,58.6749E-12,23.4374E-12,28.2154E-12,35.1470E-12,45.0806E-12,58.5065E-12
371.535E6,25.6641E-12,31.0785E-12,38.8740E-12,49.6765E-12,63.3924E-12,24.8819E-12,29.7775E-12,36.8672E-12,46.9736E-12,60.4130E-12,24.5024E-12,29.3405E-12,36.3453E-12,46.3620E-12,59.8122E-12,24.2170E-12,29.0339E-12,36.0106E-12,46.0057E-12,59.4638E-12,23.9903E-12,28.7920E-12,35.7497E-12,45.7256E-12,59.1783E-12,23.8060E-12,28.5949E-12,35.5368E-12,45.4955E-12,58.9323E-12,23.6537E-12,28.4313E-12,35.3596E-12,45.2924E-12,58.7171E-12,23.5257E-12,28.2934E-12,35.2094E-12,45.1248E-12,58.5270E-12,23.4169E-12,28.1756E-12,35.0809E-12,44.9795E-12,58.3576E-12
380.189E6,25.6425E-12,31.0347E-12,38.7997E-12,49.5617E-12,63.2240E-12,24.8622E-12,29.7392E-12,36.8031E-12,46.8752E-12,60.2699E-12,24.4827E-12,29.3023E-12,36.2817E-12,46.2648E-12,59.6710E-12,24.1971E-12,28.9954E-12,35.9467E-12,45.9083E-12,59.3224E-12,23.9702E-12,28.7532E-12,35.6855E-12,45.6278E-12,59.0363E-12,23.7859E-12,28.5559E-12,35.4723E-12,45.3972E-12,58.7893E-12,23.6334E-12,28.3921E-12,35.2947E-12,45.1937E-12,58.5732E-12,23.5053E-12,28.2540E-12,35.1443E-12,45.0257E-12,58.3821E-12,23.3964E-12,28.1361E-12,35.0155E-12,44.8799E-12,58.2116E-12
389.045E6,25.6208E-12,30.9912E-12,38.7264E-12,49.4491E-12,63.0598E-12,24.8426E-12,29.7010E-12,36.7397E-12,46.7787E-12,60.1303E-12,24.4629E-12,29.2642E-12,36.2188E-12,46.1694E-12,59.5333E-12,24.1772E-12,28.9571E-12,35.8836E-12,45.8127E-12,59.1843E-12,23.9502E-12,28.7147E-12,35.6220E-12,45.5317E-12,58.8974E-12,23.7656E-12,28.5172E-12,35.4085E-12,45.3006E-12,58.6496E-12,23.6130E-12,28.3531E-12,35.2306E-12,45.0967E-12,58.4324E-12,23.4849E-12,28.2149E-12,35.0799E-12,44.9282E-12,58.2403E-12,23.3758E-12,28.0967E-12,34.9508E-12,44.7820E-12,58.0687E-12
398.107E6,25.5990E-12,30.9481E-12,38.6541E-12,49.3389E-12,62.9000E-12,24.8229E-12,29.6632E-12,36.6773E-12,46.6842E-12,59.9944E-12,24.4432E-12,29.2265E-12,36.1568E-12,46.0759E-12,59.3990E-12,24.1573E-12,28.9191E-12,35.8213E-12,45.7188E-12,59.0497E-12,23.9301E-12,28.6764E-12,35.5594E-12,45.4374E-12,58.7619E-12,23.7454E-12,28.4787E-12,35.3455E-12,45.2058E-12,58.5131E-12,23.5927E-12,28.3144E-12,35.1673E-12,45.0015E-12,58.2949E-12,23.4644E-12,28.1760E-12,35.0163E-12,44.8324E-12,58.1016E-12,23.3552E-12,28.0576E-12,34.8870E-12,44.6858E-12,57.9289E-12
407.380E6,25.5774E-12,30.9053E-12,38.5830E-12,49.2312E-12,62.7445E-12,24.8032E-12,29.6257E-12,36.6158E-12,46.5916E-12,59.8621E-12,24.4235E-12,29.1891E-12,36.0957E-12,45.9843E-12,59.2682E-12,24.1374E-12,28.8815E-12,35.7599E-12,45.6269E-12,58.9184E-12,23.9100E-12,28.6385E-12,35.4976E-12,45.3450E-12,58.6298E-12,23.7252E-12,28.4405E-12,35.2834E-12,45.1128E-12,58.3799E-12,23.5723E-12,28.2760E-12,35.1049E-12,44.9080E-12,58.1606E-12,23.4439E-12,28.1374E-12,34.9536E-12,44.7385E-12,57.9662E-12,23.3347E-12,28.0189E-12,34.8240E-12,44.5914E-12,57.7923E-12
416.869E6,25.5557E-12,30.8630E-12,38.5130E-12,49.1259E-12,62.5936E-12,24.7836E-12,29.5886E-12,36.5552E-12,46.5011E-12,59.7335E-12,24.4038E-12,29.1520E-12,36.0355E-12,45.8946E-12,59.1410E-12,24.1175E-12,28.8442E-12,35.6995E-12,45.5369E-12,58.7907E-12,23.8900E-12,28.6009E-12,35.4368E-12,45.2545E-12,58.5010E-12,23.7050E-12,28.4027E-12,35.2223E-12,45.0218E-12,58.2501E-12,23.5520E-12,28.2380E-12,35.0434E-12,44.8165E-12,58.0296E-12,23.4235E-12,28.0991E-12,34.8918E-12,44.6465E-12,57.8340E-12,23.3141E-12,27.9804E-12,34.7619E-12,44.4988E-12,57.6588E-12
426.580E6,25.5342E-12,30.8212E-12,38.4444E-12,49.0233E-12,62.4471E-12,24.7641E-12,29.5519E-12,36.4958E-12,46.4128E-12,59.6088E-12,24.3842E-12,29.1154E-12,35.9764E-12,45.8071E-12,59.0175E-12,24.0977E-12,28.8073E-12,35.6401E-12,45.4490E-12,58.6664E-12,23.8700E-12,28.5638E-12,35.3770E-12,45.1660E-12,58.3758E-12,23.6849E-12,28.3653E-12,35.1621E-12,44.9328E-12,58.1236E-12,23.5317E-12,28.2003E-12,34.9829E-12,44.7270E-12,57.9019E-12,23.4031E-12,28.0613E-12,34.8310E-12,44.5564E-12,57.7050E-12,23.2936E-12,27.9424E-12,34.7008E-12,44.4082E-12,57.5286E-12
436.516E6,25.5127E-12,30.7799E-12,38.3770E-12,48.9234E-12,62.3052E-12,24.7446E-12,29.5156E-12,36.4374E-12,46.3267E-12,59.4878E-12,24.3647E-12,29.0792E-12,35.9183E-12,45.7217E-12,58.8975E-12,24.0780E-12,28.7708E-12,35.5817E-12,45.3631E-12,58.5457E-12,23.8501E-12,28.5270E-12,35.3183E-12,45.0796E-12,58.2540E-12,23.6648E-12,28.3283E-12,35.1030E-12,44.8458E-12,58.0006E-12,23.5115E-12,28.1631E-12,34.9235E-12,44.6395E-12,57.7776E-12,23.3828E-12,28.0239E-12,34.7713E-12,44.4684E-12,57.5794E-12,23.2732E-12,27.9048E-12,34.6408E-12,44.3196E-12,57.4016E-12
